textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
cd378b09d0,Not to mention hw fat ima get frm wrk n here.,fat,negative,noon,21-30,Colombia,50882891,1109500,46
dd5f411254,Gettin home frm hangin with Herman,Gettin home frm hangin with Herman,neutral,night,31-45,Comoros,869601,1861,467
3671b52421,Hey  Bye Bye  was fun too   (robluketic live > http://ustre.am/2w5v),s fun,positive,morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
4f3d3b5163, thanks for trying,thanks,positive,noon,60-70,Costa Rica,5094118,51060,100
e8f2e5bb9d,"Hey Fused Gaming, FusedGaming Forums have been delayed until 9PM PT/12AM ET tonight... sorry   (abean2007 live > http://ustre.am/1ntp)",sorry,negative,night,70-100,Croatia,4105267,55960,73
a9ad70e960,death cab for cutie and slouchy barets  its a good way to start the day.,death cab for cutie and slouchy barets  its a good way to start the day.,positive,morning,0-20,Cuba,11326616,106440,106
665e5fb348," Hehe. I have the ZSG. Should probably go over it again. Also, Mike has moved up to Orillia, so his arsenal isn`t so available.","Hehe. I have the ZSG. Should probably go over it again. Also, Mike has moved up to Orillia, so his arsenal isn`t so available.",neutral,noon,21-30,Cyprus,1207359,9240,131
5af0e5787e,I always forget how much fun kyle is!,forget,negative,night,31-45,Czechia (Czech Republic),10708981,77240,139
b08964cf19,I feel like I need to catch up on twitter haven`t done much of it this weekend!,haven`t done much of it this weekend!,negative,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40
5ecf739b3f, this will make you feel better. Will down a cocktail or 2 in your honour. Now get retorting  http://twitpic.com/4j91r,better.,positive,noon,60-70,Denmark,5792202,42430,137
c24d9b48e6,wishes all you moms a happy & blessed Mother`s Day!,wishes all you moms a happy & blessed Mother`s Day!,positive,night,70-100,Djibouti,988000,23180,43
bcbbb023a3,Someone make me a cofffeeeeeee......,Someone make me a cofffeeeeeee......,neutral,morning,0-20,Dominica,71986,750,96
7304f0e3e5,this hot day is making me tired,tired,negative,noon,21-30,Dominican Republic,10847910,4.83E+04,225
65cb1e8ed1,is updating you LIVE from Benihana of Tokyo in Waikiki  Happy Birthday Mark!!!,Waikiki  Happy Birthday Mark!!!,positive,night,31-45,Ecuador,17643054,248360,71
58f913003c,Time to get educated  Hope you all are off for a great start on this Monday morning,great,positive,morning,46-60,Egypt,102334404,995450,103
972107b366,just said goodbye to the younger bro.  #misshimalready,just said goodbye to the younger bro.  #misshimalready,negative,noon,60-70,El Salvador,6486205,20720,313
8c32aab25f, You Got Twitter! Yayy  ****,Yayy,positive,night,70-100,Equatorial Guinea,1402985,28050,50
f2fdc74ae6," You are a dope mom too! Love you too!!! Now stop drinking the mom juice, stop twittering and get some rest!",Love you too!,positive,morning,0-20,Eritrea,3546421,101000,35
fc3b643847,"Beer, garden, IPOD, Friday night, shame I`ve got to work tomorrow",shame,neutral,noon,21-30,Estonia,1326535,42390,31
df10d3b9ae,having my hair dyed today  ugh im bored. still tired from friday lol. swear down bossman ;),bored.,negative,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
50e4529239, Hi Ok i hope its head comes out of the clouds for you> i love Meadowbank shopping center,i love Meadowbank shopping center,positive,morning,46-60,Ethiopia,114963588,1000000,115
3.42E+12,"yoga for school, what could be better?","yoga for school, what could be better?",neutral,noon,60-70,Fiji,896445,18270,49
efb4080b1a,Off To The Movies With Abby (Who I Have Not Seen In FOREVER) To See Star Trek. L8er Twitter Folk,Off To The Movies With Abby (Who I Have Not Seen In FOREVER) To See Star Trek. L8er Twitter Folk,neutral,night,70-100,Finland,5540720,3.04E+05,18
1fb43d9297, I so dont  And wtf. Whatthefuck. REALLY? Really? Are they trying to kill me? But i might be... Depends...,. Whatthefuck,negative,morning,0-20,France,65273511,547557,119
432bb65127," Oh man, that sucks  I`m sorry, doll.",that sucks,negative,noon,21-30,Gabon,2225734,257670,9
4e130ffdc7,awww bless her. she made me cry,awww bless her. she made me cry,positive,night,31-45,Gambia,2416668,10120,239
233197e487,Is now crying  Omg I am fed up with this pain !!!,I am fed up with this pain !!!,negative,morning,46-60,Georgia,3989167,69490,57
25abe9ed4f,Pissed I  fell asleep before I pushed `record` and missed !!,Pissed,negative,noon,60-70,Germany,83783942,348560,240
265d927602, we miss you,we miss you,negative,night,70-100,Ghana,31072940,227540,137
9c60e709a0," http://twitpic.com/3goxn - yes , everybody love you. i`m a german Fan. Follow me !",love you.,positive,morning,0-20,Greece,10423054,128900,81
8ac799ad4e,looking forward to seeing the relatives... maybe home from Toronto soon,looking forward to seeing the relatives... maybe home from Toronto soon,neutral,noon,21-30,Grenada,112523,340,331
b69d9e539d," umm well i only go to house clubs and i never go to north beach so.no idea, sorry  been out 1x there 2 a now defunctlesi club",", sorry  been out",negative,night,31-45,Guatemala,17915568,107160,167
eb6b10b090,is alone  ! watch a lot of DVD on my laptop !!!,is alone  ! watch a lot of DVD on my laptop !!!,neutral,morning,46-60,Guinea,13132795,2.46E+05,53
47e10c7c56, your lisa rogers carpool is now my alltime fave!! Good work!!,fave!,positive,noon,60-70,Guinea-Bissau,1968001,28120,70
892119c199,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO,negative,night,70-100,Guyana,786552,196850,4
d8efea846d,Trying to figure out how to use Twitter.......I`m old,Trying to figure out how to use Twitter.......I`m old,neutral,morning,0-20,Haiti,11402528,27560,414
82555ea474,morning everyone!,morning everyone!,neutral,noon,21-30,Holy See,801,0,2003
e9a2976090, seen that!  hopefully ebay replacement  will work for you!  but take it to bits anyway! lol,hopefully,positive,night,31-45,Honduras,9904607,111890,89
9e11e44604, checked with the hubster and I think we`ll pass -- feeling too lazy to caravan after running around with our friends.,checked with the hubster and I think we`ll pass -- feeling too lazy to caravan after running around with our friends.,neutral,morning,46-60,Hungary,9660351,90530,107
1fe10d2ca0,to the doctor  anyone wanna do somethin after for a bit?,o the doctor  anyone wanna do somethin after for a bit?,neutral,noon,60-70,Iceland,341243,100250,3
14764fb41b,best part of notting hill is on!!  'daft prick' haha love it.,best part of notting hill is on!!  'daft prick' haha love it.,neutral,night,70-100,India,1380004385,2973190,464
293154dcb0,  I try pretty hard to engage everyone I follow! Some of them lack interesting **** to say so they end up unfollowed,I try pretty hard to engage everyone I follow! Some of them lack interesting **** to say so they end up unfollowed,neutral,morning,0-20,Indonesia,273523615,1811570,151
e11cf41dd4,"Forgot an EC2 machine running for 15 days, and got a $35 bill. Amazon teaches you to get organized for a fair price",fair price,positive,noon,21-30,Iran,83992949,1.63E+06,52
f07d7525d5,I miss Cary and want to drink some chocolate milk with him.,miss,negative,night,31-45,Iraq,40222493,434320,93
ca7b95a43f,grecia! its between mood & party! i wanna see him lol but we are going out fershure.,grecia! its between mood & party! i wanna see him lol but we are going out fershure.,neutral,morning,46-60,Ireland,4937786,68890,72
424cb71f5a, love the song and liked the movie,love,positive,noon,60-70,Israel,8655535,21640,400
d73a953322, guys why did paranoid drop out of the countdown?? thats so not fair  iv voted heaps for it!!!!!,thats so not fair,negative,night,70-100,Italy,60461826,294140,206
a6bd185f25,it`s nice to see my #euruko pictures (http://twurl.cc/xd1) on the big screen during a conference break,nice,positive,morning,0-20,Jamaica,2961167,10830,273
248d076409, you need to share the h/w love! Some of us are still rocking 2008`s gear.,you need to share the h/w love!,positive,noon,21-30,Japan,126476461,364555,347
5d6c718979,y must i hve graduation practice...all im gonna is walk,y must i hve graduation practice...all im gonna is walk,neutral,night,31-45,Jordan,10203134,88780,115
9a48e5faf2,need a break...my head hurts,hurts,negative,morning,46-60,Kazakhstan,18776707,2699700,7
a6f4e1c77e,i wanna move back to Pennsylvania,wanna move back to Pennsylvania,neutral,noon,60-70,Kenya,53771296,569140,94
65985bdb35, no you dont,no you dont,neutral,night,70-100,Kiribati,119449,8.10E+02,147
2d420214f4, I know! But I still want to see it,I know! But I still want to see it,neutral,morning,0-20,Kuwait,4270571,17820,240
4c37341135,hampa hatiku,hampa hatiku,neutral,noon,21-30,Kyrgyzstan,6524195,191800,34
8b9c2a5e50,listening to music  was kostet der fisch ?! xD my mathsteacher has choose the wrong job... that`s wrong grammar but a real fact !!,wrong,negative,night,31-45,Laos,7275560,230800,32
dbf11e3d70," Im sorry  I don`t think I stick out, at least compared to what I used to look like.","Im sorry  I don`t think I stick out, at least compared to what I used to look like.",neutral,morning,46-60,Latvia,1886198,62200,30
87bc414445," great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you",I owe you,positive,noon,60-70,Lebanon,6825445,10230,667
23fe4acb90, Will try to make it there at 6:30pm,Will try to make it there at 6:30pm,neutral,night,70-100,Lesotho,2142249,30360,71
1121c78b0c,off to bed with my sore ****,off to bed with my sore ****,neutral,morning,0-20,Liberia,5057681,96320,53
3f954203e6,Fishing on WoW while listening to ska on Pandora. Such a lazy Sunday morning,lazy,negative,noon,21-30,Libya,6871292,1759540,4
f2a177bbf8,"Im going to go to bed again, ear (both) infection, I am completely dizzy, yyyyuck! My stomach is hurting too  Peace-out loves",yyyyuck!,negative,night,31-45,Liechtenstein,38128,160,238
5399d6cddd,Where art thou ? I miss you!,I miss you!,negative,morning,46-60,Lithuania,2722289,6.27E+04,43
75194b7e8b,annoyed the #ppt didn`t save my changes.  When I explicitly saved.,annoyed,negative,noon,60-70,Luxembourg,625978,2590,242
951f82ea22,hates typing on a mac. wishing that i`ll be done my english essay soon.  sleeeepy,hates typing on a mac.,negative,night,70-100,Madagascar,27691018,581795,48
14aaecc740, yes. Yes you will.,yes. Yes you will.,neutral,morning,0-20,Malawi,19129952,94280,203
b708eeef73,"Hello everybody!  I`m back on the job, back from the children camp (someone had to look after my sis` pupils)... and totally exhausted",totally exhausted,negative,noon,21-30,Malaysia,32365999,328550,99
9499e34212, How cool is that!   Thank you so much!   luv it!,cool,positive,night,31-45,Maldives,540544,300,1802
18b2bd5f0f," ouch!! Applied Ec over the summer? And no graduation, then?  *hug*","ouch!! Applied Ec over the summer? And no graduation, then?  *hug*",neutral,morning,46-60,Mali,20250833,1220190,17
b12eeadc7a,left my phone at home and wont get it back till 4am. dont call me!!,dont call me!!,negative,noon,60-70,Malta,441543,320,1380
c496965a9c," oh naw; ill always be dha same cece, but when chanqes are needed ill make them","oh naw; ill always be dha same cece, but when chanqes are needed ill make them",neutral,night,70-100,Marshall Islands,59190,180,329
30116fe6bd," Josh  Excuse me, but, at what time is it going to begin?","Josh  Excuse me, but, at what time is it going to begin?",neutral,morning,0-20,Mauritania,4649658,1030700,5
b2b1ddd2bb," If you`ve jailbroken or went to 3.0 early, prepare to be bricked",bricked,negative,noon,21-30,Mauritius,1271768,2.03E+03,626
9dea930118,wow i`m soo hungover,wow,positive,night,31-45,Mexico,128932753,1943950,66
fe56a163b9," Isn`t he awesome?? There are tons more coming, that was just one of three locations","Isn`t he awesome?? There are tons more coming, that was just one of three locations",neutral,morning,46-60,Micronesia,115023,700,164
f878b148c4," Hahaha...gutted !! it`s his birthday soon,so he`ll have to wait until then. haha","Hahaha...gutted !! it`s his birthday soon,so he`ll have to wait until then. haha",neutral,noon,60-70,Moldova,4033963,32850,123
a617ec43e3, It`s great,great,positive,night,70-100,Monaco,39242,1,26337
d8e2968097, hahahah lols you have fun with that aye  i had the div too ) the experience but i love my spongebob ) (L),fun,positive,morning,0-20,Mongolia,3278290,1553560,2
95307ec44e,Just saw 'Drag me to Hell'. Sam Ramei is excellant as usual but the kitty scene was kinda hard for me,Sam Ramei is excellant as usual but the kitty scene was kinda hard for me,neutral,noon,21-30,Montenegro,628066,13450,47
76bfb9161f, mother is hogging the TV,mother is hogging the TV,negative,night,31-45,Morocco,36910560,446300,83
1795d33bc6,arriving at itexa. Lots of mails to read and some work to do  thanks god weekend is just here,thanks,positive,morning,46-60,Mozambique,31255435,786380,40
30af21bd9a, i hope such moments inspire you on your political journey back home. all the best,all the best,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290,83
f4bba8925c, always wanted to see that film never got round to it must get it on DVD tell me if its any good,always wanted to see that film never got round to it must get it on DVD tell me if its any good,neutral,night,70-100,Namibia,2540905,8.23E+05,3
a67ffa2d66, O dear. so you`re going to be **** that kiddoe and I`m going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!<3,sit there doing..  nothing,negative,morning,0-20,Nauru,10824,20,541
189f8688c4,having another only fools and horses marathon day,having another only fools and horses marathon day,neutral,noon,21-30,Nepal,29136808,143350,203
8c932ad57c, really? Awesome!,Awesome!,positive,night,31-45,Netherlands,17134872,33720,508
210d6e45e6,haiszt.. im here in the office doing nothing but tweet haha! fun!,fun!,positive,morning,46-60,New Zealand,4822233,263310,18
42f8cedeeb,Photo: novusnovendo: EYECANDY + LIVE = like a ****! only he keeps his clothes on  BUT he can take them... http://tumblr.com/x2k1wga72,only he keeps his clothes on  BUT he can take them.,neutral,noon,60-70,Nicaragua,6624554,120340,55
74cb0d43dd, omg in your pic youu look so cuute !,youu look so cuute !,positive,night,70-100,Niger,24206644,1266700,19
69d50d18c0, Don`t think you would be happy if you were...,happy,positive,morning,0-20,Nigeria,206139589,910770,226
487622c4ec,yay cheerleading when im sick. its gonna be a fun  night peoples,gonna be a fun  night,positive,noon,21-30,North Korea,25778816,120410,214
3159e5f607, i can`t i can`t i can`t  i`m sad.... i`m from venezuela!,m sad,negative,night,31-45,North Macedonia,2083374,25220,83
49f53f5193,_lee lol a bugg to school thats awsome,awsome,positive,morning,46-60,Norway,5421241,3.65E+05,15
2694bff9fc,We should so go for the Cobra-Cam idea,We should so go for the Cobra-Cam idea,neutral,noon,60-70,Oman,5106626,309500,16
82fae58dd0,"Happy Birthday to meeeee!! Excited to go out tonight, but I`m gonna miss my girl","Happy Birthday to meeeee!! Excited to go out tonight, but I`m gonna miss my girl",neutral,night,70-100,Pakistan,220892340,770880,287
4489b2cdb3,_ no idea what that means bb,_ no idea wh,negative,morning,0-20,Palau,18094,460,39
1992aedf93,My grandparents cat may die... I love that cat. I swear if he goes... / / /,My grandparents cat may die... I love that cat. I swear if he goes...,neutral,noon,21-30,Palestine State,5101414,6020,847
814324ccdc, Happy Mother`s Day to the only mother I have on my list!,Happy,positive,night,31-45,Panama,4314767,74340,58
b1d3a349dc, I tried that but I can only use import/export for contacts saved locally on my Outlook. Thanks Though,Thanks Though,positive,morning,46-60,Papua New Guinea,8947024,452860,20
9811870a37, - 21 days to go  Happy birthday for then,Happy birthday for then,positive,noon,60-70,Paraguay,7132538,397300,18
d07ea246d5, hahaha u can use my phone everywhere... just use a wi-fi,hahaha,positive,night,70-100,Peru,32971854,1280000,26
9637558503," yeah well a deadline is in T-9 hours, that`s architecture for you, oh well... mmm that coffee sounds like a good idea",good,positive,morning,0-20,Philippines,109581078,298170,368
ba52c93505,Can I get tonight`s SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can`t sleep.,I missed my favorite judge and now I can`t sleep.,negative,noon,21-30,Poland,37846611,3.06E+05,124
1ee8770ff5,endless streams of tea~~~~... it`s a holiday day here... how do I know? it`s raining,endless streams of tea~~~~... it`s a holiday day here... how do I know? it`s raining,neutral,night,31-45,Portugal,10196709,91590,111
8b73d55b3e, your not in school,your not in school,neutral,morning,46-60,Qatar,2881053,11610,248
dae1f9f100, im 16 too,im 16 too,neutral,noon,60-70,Romania,19237691,230170,84
9e6bab2198,Just got bullied by Dillah.  HELP!,bullied,negative,night,70-100,Russia,145934462,16376870,9
29ffa4dfad, what lol?,what lol?,neutral,morning,0-20,Rwanda,12952218,24670,525
4eb36fc6ac, Some days you must look hard for that good thing.,you must look hard for that good thing.,positive,noon,21-30,Saint Kitts and Nevis,53199,260,205
c96c82bebb,"i`m so worn out, this week has sped by soo fast. gonna ask mum if we can go to the movies. i`m desperate","i`m so worn out,",negative,night,31-45,Saint Lucia,183627,610,301
4234ca4536,Lookin` at spreadsheets so long my eyes are crossing...,my eyes are crossing...,negative,morning,46-60,Saint Vincent and the Grenadines,110940,390,284
181bc1ee99, no way - those are great words.  Boys don`t get to own them.    Oh and was it your bday?,no way - those are great words.,neutral,noon,60-70,Samoa,198414,2830,70
ee60f31d77, /drool. I still need to 100% the first one,/drool. I still need to 100% the first one,neutral,night,70-100,San Marino,33931,6.00E+01,566
9457c9ad0f,  Word. Yayy twitter after dark lol.,. Yayy,positive,morning,0-20,Sao Tome and Principe,219159,960,228
54f64bce62,"So, #primavera is in Barcelona. In Spain. Surely Ruth Lorenzo must be here, right? BTW Jarvis has a walking stick","So, #primavera is in Barcelona. In Spain. Surely Ruth Lorenzo must be here, right? BTW Jarvis has a walking stick",neutral,noon,21-30,Saudi Arabia,34813871,2149690,16
49f1f2cbf6," Well, guess we just make a pretty great pair.  So, I don`t think our birthday date is going to happen. :`(",".  So, I don`t think our birthday date is going to happen. :`(",negative,night,31-45,Senegal,16743927,192530,87
a7d82d0125,Come on Knight... It`s been well over 4 hours,Come on Knight... It`s been well over 4 hours,neutral,morning,46-60,Serbia,8737371,87460,100
bd8243d706,BEEN TOWN WITH THE MOTHER  NICE & SUNNNY,NICE,positive,noon,60-70,Seychelles,98347,460,214
3c0707161c, time to leave a passive agressive note to the owners.  It`s not the dog`s fault... it`s their **** owners,time to leave a passive agressive note to the owners.  It`s not the dog`s fault... it`s their **** owne,negative,night,70-100,Sierra Leone,7976983,72180,111
1563230736,ConGrats to all Graduates! Such a Beautiful thing & Big Deal! I wish i cudve attended my lil man Ryan Kdg Graduation..  Feel verY Sad!,ConGrats to all Graduates! Such a Beautiful thing & Big Deal! I wish i cudve attended my lil man Ryan Kdg Graduation..  Feel verY Sad!,neutral,morning,0-20,Singapore,5850342,700,8358
c532a112f7, I don`t think I can bear such cuteness this early in the day! Kudos to Fair Empress,Kudos,positive,noon,21-30,Slovakia,5459642,48088,114
99078dcd30, its taking forever to upload,its taking forever to upload,negative,night,31-45,Slovenia,2078938,20140,103
26ee7663ef,Longest trackk meet everrr,Longest trackk meet everrr,neutral,morning,46-60,Solomon Islands,686884,2.80E+04,25
2c30fbecef, hey hey..i`m only finishing on the 10th of june,hey hey..i`m only finishing on the 10th of june,neutral,noon,60-70,Somalia,15893222,627340,25
ca7da4238b,Well - looks like Hurdle is out.,Well - looks like Hurdle is out.,neutral,night,70-100,South Africa,59308690,1213090,49
647f5934e4,Yay for having a giant headache  stupid glasses.,stupid,negative,morning,0-20,South Korea,51269185,97230,527
3a00255dba,my twitter looks funny  someone help!,my twitter looks funny  someone help!,negative,noon,21-30,South Sudan,11193725,610952,18
d4cc846912, What does it matter? We ALL love you.  Take your pick. HA!,We ALL love you.,positive,night,31-45,Spain,46754778,498800,94
3303641772,Is working all weekend,Is working all weekend,neutral,morning,46-60,Sri Lanka,21413249,62710,341
c7d44a0dcc,It is 00:03 I`m Wrecked  I`M Hungry & I have to get up early. Not the perfect Fri night LOL night,Not the perfect Fri night,negative,noon,60-70,Sudan,43849260,1765048,25
2030edbc9c, Loool.  Thats just the way things are!,Loool.  Thats just the way things are!,neutral,night,70-100,Suriname,586632,156000,4
f1660e689c, thank you! It`s sunny outside so that`s a good start,thank you! It`s sunny outside so that`s a good start,positive,morning,0-20,Sweden,10099265,410340,25
0c55a2ad07,Just have to say again how much I like the new twitteriffic,like,positive,noon,21-30,Switzerland,8654622,3.95E+04,219
85ccb78c64, Lol  i know,Lol  i know,neutral,night,31-45,Syria,17500658,183630,95
a474238f03,"whatever. i give up, my phones about to die anyway.  next time",die,negative,morning,46-60,Tajikistan,9537645,139960,68
db149d27b5,HEY!  i dont know how to use this ._.,HEY!  i dont know how to use this ._.,neutral,noon,60-70,Tanzania,59734218,885800,67
52d8a83d34," Trust me, that`s a GOOD thing. Your 40-something self will thank you.",GOOD,positive,night,70-100,Thailand,69799978,510890,137
90c864a210, i wont have time to buy  and i need a new binder pa,i wont have time to buy  and i need a new binder pa,neutral,morning,0-20,Timor-Leste,1318445,14870,89
e1b54761ef, http://twitpic.com/4ve84 - Wow! A nice laptop,Wow!,positive,noon,21-30,Togo,8278724,54390,152
a1cc1835fe,"First impression of Silverlight: sadly, based on what I saw today, it`s quite problematic","sadly, based on what I saw today, it`s quite problematic",negative,night,31-45,Tonga,105695,720,147
2f148847c0,last day of work  ...but everyone is making it so great!,t so great!,positive,morning,46-60,Trinidad and Tobago,1399488,5130,273
cf47dc8553,Really nice outside...I`m stuck at work,Really nice outside...I`m stuck at work,neutral,noon,60-70,Tunisia,11818619,155360,76
029c621c18,My heart has been beating irregularly ever since last night. I don`t want to explode or implode,My heart has been beating irregularly ever since last night. I don`t want to explode or implode,neutral,night,70-100,Turkey,84339067,7.70E+05,110
30a26386c8,is getting ready to start the work week...work 2 off 3 then work 3 more. It`s not bad  Have a great one everybody!!,It`s not bad  Have a great one everybody!!,positive,morning,0-20,Turkmenistan,6031200,469930,13
6d880eeb97,bored fixed the internet for my dad but now im bored to death,im bored to death,negative,noon,21-30,Tuvalu,11792,30,393
3ca9460bf2, Thanks for the follow! (raises hand) I am,Thanks for the follow!,positive,night,31-45,Uganda,45741007,199810,229
989f52ccab,a headache once again ugh,ugh,negative,morning,46-60,Ukraine,43733762,579320,75
eecbfcf3a8," hey thought ud be on here most likely, im stressed out  i really dont know why  x",stressed,negative,noon,60-70,United Arab Emirates,9890402,83600,118
95002a2537,Ooh I have snazzed up my profile with summery colors,Ooh I have snazzed up my profile with summery colors,neutral,night,70-100,United Kingdom,67886011,241930,281
a9b2489b10,"last leg of my travels today. totally exhausted, but thank goodness 'Ed' is keeping me company","totally exhausted, but thank goodness 'Ed'",neutral,morning,0-20,United States of America,331002651,9147420,36
de0005e444,Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh...,Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh..,positive,noon,21-30,Uruguay,3473730,175020,20
33c7f198ac," good girl, sarah. now we`ve got ourselves a club",good,positive,night,31-45,Uzbekistan,33469203,425400,79
5652d8ae75," if i can get a ticket, but the pickings are lookin slim soo prob not","if i can get a ticket, but the pickings are lookin slim soo prob not",neutral,morning,46-60,Vanuatu,307145,1.22E+04,25
c862570299,being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.,regretting th,negative,noon,60-70,Venezuela,28435940,882050,32
a0caff586a, IT SHALL BE MINE!! IT SHALL... BE MINE!!! *raises eyebrows*,IT SHALL BE MINE!! IT SHALL... BE MINE!!! *raises eyebrows*,neutral,night,70-100,Vietnam,97338579,310070,314
36bee46d4b,They are unloading a Leopard Tank just next to my office window. Hope I didn`t piss off anyone,Hope I didn`t piss off anyone,positive,morning,0-20,Yemen,29825964,527970,56
2fd6f6105f,new favorite group has to be J*Davey Hi&Low is my ****. why don`t the really flygroups come to Miami hell Florida? And no Rock The Bells,new favorite group has to be J*Davey Hi&Low is my ****. why don`t the really flygroups come to Miami hell Florida? And no Rock The Bells,neutral,noon,21-30,Zambia,18383955,743390,25
56437e0860, Know exactly what you mean  I`ve lost too many friends. I do feel for you all,I`ve lost too many friends. I do feel for you all,negative,night,31-45,Zimbabwe,14862924,386850,38
ea113179b7,Home Sweet Home by Carrie Underwood makes me sadd,Home Sweet Home by Carrie Underwood makes me sadd,negative,morning,46-60,Afghanistan,38928346,652860,60
2cff5c208b,"im really bored, anthony is doing senior board ****. and im hungry and cold.","im really bored,",negative,noon,60-70,Albania,2877797,27400,105
9f01e2e70d,Justin Timberlake and Leonard Nimoy? And a **** in The Box sequel? priceless,priceless,positive,night,70-100,Algeria,43851044,2381740,18
c805018327, yup-unfortunately  Took today off work and just slept all day.,#NAME?,negative,morning,0-20,Andorra,77265,470,164
9fcaa348c0,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,neutral,noon,21-30,Angola,32866272,1246700,26
152482d698, Anyone with big fingers  But I`ve loved it...,t I`ve loved it...,positive,night,31-45,Antigua and Barbuda,97929,440,223
bfdd1d57b3, I haven`t had a good homemade flour tortilla in ages.,haven`t had a good,negative,morning,46-60,Argentina,45195774,2736690,17
e2da24cd20, OK!  ~ you are such a wild one - can only imagine this one...,OK!  ~ you are such a wild one - can only imagine this one...,neutral,noon,60-70,Armenia,2963243,28470,104
f9a1545e42, i think 30 bucks and i dunno,i think 30 bucks and i dunno,neutral,night,70-100,Australia,25499884,7682300,3
baa04cca3a,wishes a Happy Mother`s Day to all mothers! Especially her own.  http://plurk.com/p/svg9d,wishes a Happy Mother`s Day to all mothers!,positive,morning,0-20,Austria,9006398,8.24E+04,109
71d7472fb1,Now i feel really really bad...sorry,bad..,negative,noon,21-30,Azerbaijan,10139177,82658,123
dd96593dee,"#liesboystell Your the only one, I love (they really have several women)","#liesboystell Your the only one, I love (they really have several women)",negative,night,31-45,Bahamas,393244,10010,39
efb9d473fa, ekkk..thats ruff..hope you have a safe flight and good meeting,good,positive,morning,46-60,Bahrain,1701575,760,2239
01879ae972,Swiped the last package of fruit snacks! Hell yeah. Finished Catch-22. What shall I read next?!? I`m such a nerd,nerd,negative,noon,60-70,Bangladesh,164689383,130170,1265
e08456d6c8," I saw this link, but I get an error on the CNN site when I open this page and cannot read the article.",error,negative,night,70-100,Barbados,287375,430,668
199fed4705,Two day hangover,Two day hangover,neutral,morning,0-20,Belarus,9449323,202910,47
0158b8a144," good afternoon, hope you have a great week",good,positive,noon,21-30,Belgium,11589623,30280,383
c50c570128,Now I want ice cream but it`s so expensive.,so expensive.,negative,night,31-45,Belize,397628,22810,17
b6d39d86de,is working hard or maybe thats hardly working,is working hard or maybe thats hardly working,negative,morning,46-60,Benin,12123200,112760,108
b688241557, What? I was being serious.,I was being serious.,negative,noon,60-70,Bhutan,771608,3.81E+04,20
8a57407c4a,Nothing 2 do 2nte  Boooooooo! I`m totally bored!,! I`m totally bored!,negative,night,70-100,Bolivia,11673021,1083300,11
6bb8343711,i have to put it out there...... I ADIDAS JOSH DENYER  xoxoxoxoxoxo,i have to put it out there...... I ADIDAS JOSH DENYER  xoxoxoxoxoxo,neutral,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
a69117a98a,kids  b`day party/picnic  in canazarro park.  The other half `hurts` today,kids  b`day party/picnic  in canazarro park.  The other half `hurts` today,neutral,noon,21-30,Botswana,2351627,566730,4
b1c2a024ec,this sux but took like 4 minutes. going to sleep finally  http://img36.imageshack.us/img36/4603/iprevailedsig.png,this sux bu,negative,night,31-45,Brazil,212559417,8358140,25
2721a3d28b, http://twitpic.com/66z7a - I don`t know why I always click on your doughnut pictures... lol I always end up wanting one,I don`t know why I always click on your doughnut pictures... lol I always end up wanting one,neutral,morning,46-60,Brunei,437479,5270,83
5b07571efc,Good morning. Just bought flowers for mothers day and now it`s breakfast time,Good morning. Just bought flowers for mothers day and now it`s breakfast time,neutral,noon,60-70,Bulgaria,6948445,108560,64
953f033159,Thinking bout maddies comments,Thinking bout maddies comments,neutral,night,70-100,Burkina Faso,20903273,273600,76
78964e3a74,Well. . . the beginning of a new week and guess where I am. . . at the office  4more days till Friday. . .,Well. . . the beginning of a new week and guess where I am. . . at the office  4more days till Friday. . .,neutral,morning,0-20,Burundi,11890784,25680,463
2b1fd4c341," You should hate your gender less. Not all men are bad. In fact, I quite like mens.","You should hate your gender less. Not all men are bad. In fact, I quite like mens.",neutral,noon,21-30,C�te d'Ivoire,26378274,318000,83
30f8aeecfe,I`m quite afraid to string now since I don`t have any .024 wire use,afraid,negative,night,31-45,Cabo Verde,555987,4.03E+03,138
0f5c867e5d,In weho! They`re are playing a lot of brit,In weho! They`re are playing a lot of brit,neutral,morning,46-60,Cambodia,16718965,176520,95
